,symbol,name
110,sh000125,180稳定
111,sh000126,消费50
112,sh000128,380基本
113,sh000129,180波动
114,sh000130,380波动
115,sh000131,上证高新
116,sh000132,上证100
117,sh000133,上证150
118,sh000134,上证银行
119,sh000135,180高贝
120,sh000136,180低贝
121,sh000137,380高贝
122,sh000138,380低贝
123,sh000139,上证转债
124,sh000141,380动态
125,sh000142,380稳定
126,sh000145,优势资源
127,sh000146,优势制造
128,sh000147,优势消费
129,sh000148,消费领先
130,sh000149,180红利
131,sh000150,380红利
132,sh000151,上国红利
133,sh000152,上央红利
134,sh000153,上民红利
135,sh000155,市值百强
136,sh000158,上证环保
137,sh000159,沪股通
138,sh000160,沪新丝路
139,sh000161,沪中国造
140,sh000162,沪互联+
141,sh000170,50AH优选
142,sh000171,新兴成指
143,sh000188,中国波指
144,sh000300,沪深300
145,sh000688,科创50
146,sh000802,500沪市
147,sh000805,A股资源
148,sh000806,消费服务
149,sh000807,食品饮料
150,sh000808,医药生物
151,sh000816,细分地产
152,sh000819,有色金属
153,sh000821,300红利
154,sh000823,800有色
155,sh000827,中证环保
156,sh000828,300高贝
157,sh000832,中证转债
158,sh000833,中高企债
159,sh000841,800医药
160,sh000842,800等权
161,sh000846,ESG 100
162,sh000847,腾讯济安
163,sh000849,300非银
164,sh000851,百发100
165,sh000852,中证1000
166,sh000853,CSSW丝路
167,sh000854,500原料
168,sh000855,央视500
169,sh000856,500工业
170,sh000857,500医药
171,sh000858,500信息
172,sh000860,结构调整
173,sh000865,上海国企
174,sh000867,港中小企
175,sh000869,HK银行
176,sh000891,新兴综指
177,sh000901,小康指数
178,sh000903,中证100
179,sh000904,中证200
180,sh000905,中证500
181,sh000906,中证800
182,sh000908,300能源
183,sh000909,300材料
184,sh000910,300工业
185,sh000911,300可选
186,sh000912,300消费
187,sh000913,300医药
188,sh000914,300金融
189,sh000917,300公用
190,sh000918,300成长
191,sh000919,300价值
192,sh000922,中证红利
193,sh000925,基本面50
194,sh000928,中证能源
195,sh000931,中证可选
196,sh000932,中证消费
197,sh000933,中证医药
198,sh000934,中证金融
199,sh000935,中证信息
200,sh000939,民企200
201,sh000940,财富大盘
202,sh000944,内地资源
203,sh000950,300基建
204,sh000951,300银行
205,sh000952,300地产
206,sh000957,300运输
207,sh000958,创业成长
208,sh000959,银河99
209,sh000961,中证上游
210,sh000963,中证下游
211,sh000964,中证新兴
212,sh000966,基本400
213,sh000969,300非周
214,sh000971,等权90
215,sh000974,800金融
216,sh000975,钱江30
217,sh000977,内地低碳
218,sh000978,医药100
219,sh000979,大宗商品
220,sh000982,500等权
221,sh000983,智能资产
222,sh000984,300等权
223,sh000986,全指能源
224,sh000987,全指材料
225,sh000989,全指可选
226,sh000990,全指消费
227,sh000991,全指医药
228,sh000992,全指金融
229,sh000993,全指信息
230,sh000998,中证TMT
231,sz399001,深证成指
232,sz399002,深成指R
233,sz399003,成份Ｂ指
234,sz399004,深证100R
235,sz399005,中小100
236,sz399006,创业板指
237,sz399007,深证300
238,sz399008,中小300
239,sz399009,深证200
240,sz399010,深证700
241,sz399011,深证1000
242,sz399012,创业300
243,sz399013,深市精选
244,sz399015,中小创新
245,sz399016,深证创新
246,sz399017,SME创新
247,sz399018,创业创新
248,sz399050,创新引擎
249,sz399088,深创100
250,sz399100,新 指 数
251,sz399101,中小综指
252,sz399102,创业板综
253,sz399103,乐富指数
254,sz399106,深证综指
255,sz399107,深证Ａ指
256,sz399108,深证Ｂ指
257,sz399231,农林指数
258,sz399232,采矿指数
259,sz399233,制造指数
260,sz399234,水电指数
261,sz399235,建筑指数
262,sz399236,批零指数
263,sz399237,运输指数
264,sz399238,餐饮指数
265,sz399239,IT指数
266,sz399240,金融指数
267,sz399241,地产指数
268,sz399242,商务指数
269,sz399243,科研指数
270,sz399244,公共指数
271,sz399248,文化指数
272,sz399249,综企指数
273,sz399269,创质量
274,sz399275,创医药
275,sz399276,创科技
276,sz399277,公共健康
277,sz399278,长江100
278,sz399279,云科技50
279,sz399280,生物50
280,sz399281,电子50
281,sz399282,大数据50
282,sz399283,机器人50
283,sz399284,AI 50
284,sz399285,物联网50
285,sz399286,区块链50
286,sz399290,深转交债
287,sz399291,创精选88
288,sz399292,民企发展
289,sz399293,创业大盘
290,sz399294,中小创Q
291,sz399295,创业蓝筹
292,sz399296,创成长
293,sz399297,新浪100
294,sz399298,深信中高
295,sz399299,深信中低
296,sz399300,沪深300
297,sz399301,深信用债
298,sz399302,深公司债
299,sz399303,国证2000
300,sz399306,深证ETF
301,sz399307,深证转债
302,sz399310,国证A50
303,sz399311,国证1000
304,sz399312,国证300
305,sz399313,巨潮100
306,sz399314,巨潮大盘
307,sz399315,巨潮中盘
308,sz399316,巨潮小盘
309,sz399317,国证Ａ指
310,sz399318,国证Ｂ指
311,sz399319,资源优势
312,sz399320,国证服务
313,sz399321,国证红利
314,sz399322,国证治理
315,sz399324,深证红利
316,sz399326,成长40
317,sz399328,深证治理
318,sz399330,深证100
319,sz399333,中小100R
320,sz399335,深证央企
321,sz399337,深证民营
322,sz399339,深证科技
323,sz399341,深证责任
324,sz399344,深证300R
325,sz399346,深证成长
326,sz399348,深证价值
327,sz399350,皖江30
328,sz399351,创新示范
329,sz399352,深企综指
330,sz399353,国证物流
331,sz399354,分析师指数
332,sz399355,长三角
333,sz399356,珠三角
334,sz399357,环渤海
335,sz399358,国证环保
336,sz399359,国证基建
337,sz399360,新硬件
338,sz399361,在线消费
339,sz399362,民企100
340,sz399363,云科技
341,sz399364,消费100
342,sz399365,国证农业
343,sz399366,国证大宗
344,sz399367,1000地产
345,sz399368,国证军工
346,sz399369,国证责任
347,sz399370,国证成长
348,sz399371,国证价值
349,sz399372,大盘成长
350,sz399373,大盘价值
351,sz399374,中盘成长
352,sz399375,中盘价值
353,sz399376,小盘成长
354,sz399377,小盘价值
355,sz399378,ESG 300
356,sz399379,国证基金
357,sz399380,国证ETF
358,sz399381,1000能源
359,sz399382,1000材料
360,sz399383,1000工业
361,sz399384,1000可选
362,sz399385,1000消费
363,sz399386,1000医药
364,sz399387,1000金融
365,sz399388,1000信息
366,sz399389,国证通信
367,sz399390,1000公用
368,sz399391,投资时钟
369,sz399392,国证新兴
370,sz399393,国证地产
371,sz399394,国证医药
372,sz399395,国证有色
373,sz399396,国证食品
374,sz399397,国证文化
375,sz399398,绩效指数
376,sz399399,中经GDP
377,sz399400,大中盘
378,sz399401,中小盘
379,sz399402,周期100
380,sz399403,防御100
381,sz399404,大盘低波
382,sz399405,大盘高贝
383,sz399406,中盘低波
384,sz399407,中盘高贝
385,sz399408,小盘低波
386,sz399409,小盘高贝
387,sz399410,苏州率先
388,sz399411,红利100
389,sz399412,国证新能
390,sz399413,国证转债
391,sz399415,I100
392,sz399416,I300
393,sz399417,新能源车
394,sz399418,国证国安
395,sz399419,国证高铁
396,sz399420,国证保证
397,sz399422,中关村A
398,sz399423,中关村50
399,sz399427,专利领先
400,sz399428,国证定增
401,sz399429,新丝路
402,sz399431,国证银行
403,sz399432,智能汽车
404,sz399433,国证交运
405,sz399434,国证传媒
406,sz399435,国证农牧
407,sz399436,国证煤炭
408,sz399437,证券龙头
409,sz399438,国证电力
410,sz399439,国证油气
411,sz399440,国证钢铁
412,sz399441,生物医药
413,sz399481,企债指数
414,sz399550,央视50
415,sz399551,央视创新
416,sz399552,央视成长
417,sz399553,央视回报
418,sz399554,央视治理
419,sz399555,央视责任
420,sz399556,央视生态
421,sz399557,央视文化
422,sz399602,中小成长
423,sz399604,中小价值
424,sz399606,创业板R
425,sz399608,科技100
426,sz399610,TMT50
427,sz399611,中创100R
428,sz399612,中创100
429,sz399613,深证能源
430,sz399614,深证材料
431,sz399615,深证工业
432,sz399616,深证可选
433,sz399617,深证消费
434,sz399618,深证医药
435,sz399619,深证金融
436,sz399620,深证信息
437,sz399621,深证电信
438,sz399622,深证公用
439,sz399623,中小基础
440,sz399624,中创400
441,sz399625,中创500
442,sz399626,中创成长
443,sz399627,中创价值
444,sz399628,700成长
445,sz399629,700价值
446,sz399630,1000成长
447,sz399631,1000价值
448,sz399632,深100EW
449,sz399633,深300EW
450,sz399634,中小等权
451,sz399635,创业板EW
452,sz399636,深证装备
453,sz399637,深证地产
454,sz399638,深证环保
455,sz399639,深证大宗
456,sz399640,创业基础
457,sz399641,深证新兴
458,sz399642,中小新兴
459,sz399643,创业新兴
460,sz399644,深证时钟
461,sz399645,100低波
462,sz399646,深消费50
463,sz399647,深医药50
464,sz399648,深证GDP
465,sz399649,中小红利
466,sz399650,中小治理
467,sz399651,中小责任
468,sz399652,中创高新
469,sz399653,深证龙头
470,sz399654,深证文化
471,sz399655,深证绩效
472,sz399656,100绩效
473,sz399657,300绩效
474,sz399658,中小绩效
475,sz399659,深成指EW
476,sz399660,中创EW
477,sz399661,深证低波
478,sz399662,深证高贝
479,sz399663,中小低波
480,sz399664,中小高贝
481,sz399665,中创低波
482,sz399666,中创高贝
483,sz399667,创业板G
484,sz399668,创业板V
485,sz399669,深证农业
486,sz399670,深周期50
487,sz399671,深防御50
488,sz399672,深红利50
489,sz399673,创业板50
490,sz399674,深A医药
491,sz399675,深互联网
492,sz399676,深医药EW
493,sz399677,深互联EW
494,sz399678,深次新股
495,sz399679,深证200R
496,sz399680,深成能源
497,sz399681,深成材料
498,sz399682,深成工业
499,sz399683,深成可选
500,sz399684,深成消费
501,sz399685,深成医药
502,sz399686,深成金融
503,sz399687,深成信息
504,sz399688,深成电信
505,sz399689,深成公用
506,sz399690,中小专利
507,sz399691,创业专利
508,sz399692,创业低波
509,sz399693,安防产业
510,sz399694,创业高贝
511,sz399695,深证节能
512,sz399696,深证创投
513,sz399697,中关村60
514,sz399698,优势成长
515,sz399699,金融科技
516,sz399701,深证F60
517,sz399702,深证F120
518,sz399703,深证F200
519,sz399704,深证上游
520,sz399705,深证中游
521,sz399706,深证下游
522,sz399707,CSSW证券
523,sz399802,500深市
524,sz399803,工业4.0
525,sz399804,中证体育
526,sz399805,互联金融
527,sz399806,环境治理
528,sz399807,高铁产业
529,sz399808,中证新能
530,sz399809,保险主题
531,sz399810,CSSW传媒
532,sz399811,CSSW电子
533,sz399812,养老产业
534,sz399813,中证国安
535,sz399814,大农业
536,sz399817,生态100
537,sz399901,小康指数
538,sz399903,中证100
539,sz399904,中证 200
540,sz399905,中证 500
541,sz399913,300 医药
542,sz399914,300 金融
543,sz399918,300 成长
544,sz399928,中证能源
545,sz399932,中证消费
546,sz399933,中证医药
547,sz399934,中证金融
548,sz399935,中证信息
549,sz399944,内地资源
550,sz399958,创业成长
551,sz399959,军工指数
552,sz399965,800地产
553,sz399966,800非银
554,sz399967,中证军工
555,sz399970,移动互联
556,sz399971,中证传媒
557,sz399972,300深市
558,sz399973,中证国防
559,sz399974,国企改革
560,sz399975,证券公司
561,sz399976,CS新能车
562,sz399982,500等权
563,sz399983,地产等权
564,sz399986,中证银行
565,sz399987,中证酒
566,sz399989,中证医疗
567,sz399990,煤炭等权
568,sz399991,一带一路
569,sz399992,CSWD并购
570,sz399993,CSWD生科
571,sz399994,信息安全
572,sz399995,基建工程
573,sz399996,智能家居
574,sz399997,中证白酒
575,sz399998,中证煤炭
576,sz980001,
577,sz980017,
578,sz980023,
579,sz980068,
